1	1	1	0	0	0	0	0	1	"Vm"	0.029207205	0.012572572	0.0095210732	0.0045078962	0.013523689	-0.0046168784	0.0087185686	"4.9537321E-005"	0.056611251	-0.0049041948	-0.033606119	0.0010402837	0.0032100184	-0.014385638	0.006380407
1	2	2	0	0	0	0	0	1	"Vm"	-0.01118398	0.049411765	0.0001702128	0.03665582	-0.010102628	0.023319149	0.039699625	0.03705632	0.0065581977	-0.029566959	-0.060285357	0.019694618	-0.02404005	0.008640801	-0.0084605757
1	3	3	0	0	0	0	0	1	"Vm"	0.021790304	0.056742721	0.01973859	0.040823617	0.009278511	0.020013373	0.0034531083	0.024721324	-0.010066223	0.014004781	-0.017210585	-0.06734935	0.060864468	0.013821592	"4.5797192E-005"
1	4	4	0	0	0	0	0	1	"Vm"	-0.060359661	0.0081986572	-0.040453457	0.063902291	-0.063531158	-0.012449813	0.014271737	-0.0056682074	-0.047572455	-0.030567833	0.019231418	0.029521914	-0.021829346	-0.024461014	-0.0044535916
1	5	5	0	0	0	0	0	1	"Vm"	-0.0018373668	0.033535523	0.024238924	0.053293182	0.055030328	0.015562735	-0.003717685	0.073184467	0.041228602	0.0053402946	0.0067433747	-0.012193434	-0.0098358778	0.0088050435	0.024897513
1	6	6	0	0	0	0	0	1	"Vm"	0.027711985	0.02650618	0.0015287886	0.003315964	-0.01985272	0.08492313	-0.003315964	0.0039834632	0.091275139	0.004327979	0.083394341	-0.040889712	0.043107532	0.019077559	-0.012553292
1	7	7	0	0	0	0	0	1	"Vm"	-0.0087279617	0.019102188	0.018513579	0.046969126	0.039905823	-0.0037247887	-0.030156993	0.011707793	-0.038857364	-0.014099015	0.018145699	0.0013519603	-0.0021429031	-0.022357929	0.014650836
1	8	8	0	0	0	0	0	1	"Vm"	-0.033845956	-0.0044113398	-0.054252416	0.039072784	0.041666934	0.032934151	-0.067492856	-0.05411115	0.046983658	0.028426494	-0.1001509	-0.023520724	-0.017061033	0.0005971683	-0.031277491
1	9	9	0	0	0	0	0	1	"Vm"	0.10799528	0.025683962	0.000365566	0.04317217	0.020754717	0.056367925	0.0006485849	0.055412736	-0.0002948113	0.050766509	0.0021816038	-0.063808962	-0.013962264	-0.023903302	0.063632075
1	10	10	0	0	0	0	0	1	"Vm"	0.10092224	0.021198479	0.0023165348	-0.023500444	0.025744132	0.03407783	0.0044728062	-0.0072118537	0.029124233	-0.027521599	-0.041420808	0.0052595539	-0.038798316	0.0040357242	-0.052930635
1	11	11	0	0	0	0	0	1	"Vm"	-0.025913288	0.012545163	-0.066940988	0.023163388	-0.023243677	-0.002007226	-0.0017061421	-0.068546768	0.030409474	-0.013006825	-0.035648334	0.022902449	0.034243276	0.050200723	0.040706544
1	12	12	0	0	0	0	0	1	"Vm"	-0.062414468	-0.052751756	-0.059768186	-0.019348107	-0.051027892	-0.044329016	-0.0019431276	-0.057439457	-0.11344992	-0.039202788	-0.059798429	-0.025517726	-0.096075185	0.037539411	0.041077869
1	13	13	0	0	0	0	0	1	"Vm"	-0.02504153	0.018555827	0.035609515	-0.0003004277	0.025571696	0.0003004277	-0.0098434242	-0.01044428	0.044251228	0.013519245	-0.057063585	0.017672216	0.052539497	0.010143852	0.063690666
1	14	14	0	0	0	0	0	1	"Vm"	0.03849924	-0.0032752461	-0.016032446	0.01606032	-0.0019372732	0.051061319	-0.018819889	-0.0040371473	0.011888447	-0.014824554	0.054452709	0.023874454	0.0099093616	-0.0004134708	0.0031916228
1	15	15	0	0	0	0	0	1	"Vm"	0.039469864	0.048355948	-0.028210792	-0.017608078	0.012912591	0.065446513	-0.024020196	-0.024196908	0.0009719154	0.017305144	0.017254654	-0.046841275	-0.000315557	-0.0036225939	-0.0076617229
1	16	16	0	0	0	0	0	1	"Vm"	-0.017558539	0.013220396	-0.031139374	0.031602796	-0.0052263687	0.0083802119	-0.0009912079	0.016155401	-0.014481933	0.0055224438	-0.014263095	0.061879691	-0.0082772293	-0.0076335878	0.02443263
1	17	17	0	0	0	0	0	1	"Vm"	0.037986939	0.004557702	0.0058546833	-0.0144038	0.0067680504	-0.020304151	0.0076631502	-0.0076996849	0.039539663	-0.025254601	0.032999954	0.029510892	0.043704617	-0.031648171	0.018641823
1	18	18	0	0	0	0	0	1	"Vm"	-0.02819122	0.029136364	0.045053258	-0.0015264494	0.059272239	0.048231619	-0.027120615	-0.034113007	0.038361973	0.047370116	0.014607912	0.029947683	0.026242383	0.0048302714	0.010392402
1	19	19	0	0	0	0	0	1	"Vm"	-0.011074304	-0.0061167544	-0.015271268	0.055069117	0.04129611	0.030556281	0.028329507	-0.056205413	0.002524593	0.019798124	0.019037539	-0.033937678	-0.006950649	0.0021397186	0.01826779
1	20	20	0	0	0	0	0	1	"Vm"	0.0027968332	0.029873262	-0.01879604	0.012827995	0.053503199	0.049726373	-0.024775097	0.0065186033	0.033506943	-0.041093628	-0.0039750267	-0.029157537	0.032934363	0.0038428929	0.021240517
2	1	1	1	0	0	0	0	1	"Vm"	0.011516136	-0.031384736	-0.010526905	0.021931053	0.042788883	0.013345279	0.013009314	-0.020755175	0.018086119	0.0047875021	-0.032327305	-0.01939265	-0.022509659	0.013709241	0.0310861
2	2	2	1	0	0	0	0	1	"Vm"	-0.0025378539	0.025197943	-0.048675468	0.034703014	0.055119906	-0.034988166	-0.037041262	-0.012023915	-0.001074073	-0.011206479	-0.04352372	0.0052372941	-0.028524718	0.009248434	0.001074073
2	3	3	1	0	0	0	0	1	"Vm"	0.030126531	-0.064922675	0.039750285	0.00264444	0.010694919	0.018243288	-0.072102832	0.021105309	-0.046679387	-0.037172792	-0.035766888	-0.022009105	-0.028887996	0.019866774	0.050763205
2	4	4	1	0	0	0	0	1	"Vm"	-0.046180323	-0.024922714	-0.010230424	-0.062051821	-0.055645855	-0.1256653	-0.1282468	-0.070370016	-0.10775409	-0.12180897	-0.068489658	-0.009593014	-0.029543933	-0.037511553	0.074576919
2	5	5	1	0	0	0	0	1	"Vm"	0.0094983987	0.025708268	0.026146867	-0.024986408	-0.0008726283	-0.0010371027	-0.045381238	0.0045002033	0.020490773	0.029326706	0.029810991	0.039112935	0.0042352167	-0.0044819284	0.021431933
2	6	6	1	0	0	0	0	1	"Vm"	0.042059297	-0.020225236	0.016924009	-0.0075426757	-0.0010864796	-0.031257182	-0.025323332	0.034119638	-0.016882221	0.0051816719	-0.0056622302	0.017717975	0.061386097	-0.0079814463	-0.026702325
2	7	7	1	0	0	0	0	1	"Vm"	-0.0092309816	-0.031005746	0.018082371	-0.091360836	-0.023500181	0.013648049	-0.0036751385	0.0049864555	-0.079904067	-0.054833756	-0.075176424	-0.031713167	-0.018427455	-0.029763445	-0.031109271
2	8	8	1	0	0	0	0	1	"Vm"	0.0081115414	0.068343919	0.053397366	-0.0031045701	-0.017072037	-0.056334624	-0.044808675	-0.029886909	-0.013601859	-0.015547637	-0.054525174	0.000464756	-0.034051123	-0.003278079	-0.021360186
2	9	9	1	0	0	0	0	1	"Vm"	0.01725185	0.010222902	0.0040374277	-0.010953913	0.059380553	0.048134236	-0.03322162	-0.024505724	-0.051823028	-0.013945433	-0.032524348	-0.035954475	-0.0007647495	-0.0057018826	-0.030972357
2	10	10	1	0	0	0	0	1	"Vm"	-0.067942609	0.01741635	0.048507362	0.0003230235	-0.027107055	-0.052598993	0.022988506	-0.028668336	-0.040997066	-0.10258688	-0.11130851	-0.072114996	0.077121861	-0.0079948316	0.021400307
2	11	11	1	0	0	0	0	1	"Vm"	-0.017712461	-0.016101385	0.020934611	-0.012392166	-0.027416379	-0.07992619	0.012897968	-0.0007212372	-0.10090763	-0.032024803	-0.10888808	-0.025093433	0.019005067	-0.039368309	0.028146983
2	12	12	1	0	0	0	0	1	"Vm"	-0.013555432	0.02029243	-0.0025245234	-0.12002961	-0.035232278	0.026126226	-0.037823431	-0.015702388	-0.048602628	-0.084390154	-0.080347955	-0.070161022	-0.055576532	-0.085426615	-0.058952434
2	13	13	1	0	0	0	0	1	"Vm"	-0.017210025	-0.050489353	-0.054010713	-0.0015209628	0.011589076	-0.029658775	0.016697527	-0.032452718	0.04941476	-0.056259093	-0.11293149	-0.032188203	0.084959	-0.028666843	"-4.9596614E-005"
